ID	Действие	Старый URL	Итоговый URL	Файл в репозитории	Canonical URL	Индексируемость	Статус публикации
119	NEW		/seo-prodvizhenie-sajtov-v-aktau	site_mirror/seo-prodvizhenie-sajtov-v-aktau/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
120	NEW		/web-studiya/aeo-geo-prodvizhenie/aktau	site_mirror/web-studiya/aeo-geo-prodvizhenie/aktau/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
121	NEW		/web-studiya/kontekstnaya-reklama/aktau	site_mirror/web-studiya/kontekstnaya-reklama/aktau/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
122	NEW		/web-studiya/lidogeneratsiya/aktau	site_mirror/web-studiya/lidogeneratsiya/aktau/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
123	NEW		/web-studiya/podderzhka-saytov/aktau	site_mirror/web-studiya/podderzhka-saytov/aktau/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
124	NEW		/web-studiya/digital-konsalting/aktau	site_mirror/web-studiya/digital-konsalting/aktau/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/aktau	index, follow после QA уникальности	Запланирована (региональное расширение)
125	NEW		/web-studiya/aktobe	site_mirror/web-studiya/aktobe/index.html	https://raskrutov.kz/web-studiya/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
126	NEW		/sozdanie-saitov-v-aktobe	site_mirror/sozdanie-saitov-v-aktobe/index.html	https://raskrutov.kz/sozdanie-saitov-v-aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
127	NEW		/web-studiya/dizayn/aktobe	site_mirror/web-studiya/dizayn/aktobe/index.html	https://raskrutov.kz/web-studiya/dizayn/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
128	NEW		/seo-prodvizhenie-sajtov-v-aktobe	site_mirror/seo-prodvizhenie-sajtov-v-aktobe/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
129	NEW		/web-studiya/aeo-geo-prodvizhenie/aktobe	site_mirror/web-studiya/aeo-geo-prodvizhenie/aktobe/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
130	NEW		/web-studiya/kontekstnaya-reklama/aktobe	site_mirror/web-studiya/kontekstnaya-reklama/aktobe/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
131	NEW		/web-studiya/lidogeneratsiya/aktobe	site_mirror/web-studiya/lidogeneratsiya/aktobe/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
132	NEW		/web-studiya/podderzhka-saytov/aktobe	site_mirror/web-studiya/podderzhka-saytov/aktobe/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
133	NEW		/web-studiya/digital-konsalting/aktobe	site_mirror/web-studiya/digital-konsalting/aktobe/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/aktobe	index, follow после QA уникальности	Запланирована (региональное расширение)
134	NEW		/web-studiya/atyrau	site_mirror/web-studiya/atyrau/index.html	https://raskrutov.kz/web-studiya/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
135	NEW		/sozdanie-saitov-v-atyrau	site_mirror/sozdanie-saitov-v-atyrau/index.html	https://raskrutov.kz/sozdanie-saitov-v-atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
136	NEW		/web-studiya/dizayn/atyrau	site_mirror/web-studiya/dizayn/atyrau/index.html	https://raskrutov.kz/web-studiya/dizayn/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
137	NEW		/seo-prodvizhenie-sajtov-v-atyrau	site_mirror/seo-prodvizhenie-sajtov-v-atyrau/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
138	NEW		/web-studiya/aeo-geo-prodvizhenie/atyrau	site_mirror/web-studiya/aeo-geo-prodvizhenie/atyrau/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
139	NEW		/web-studiya/kontekstnaya-reklama/atyrau	site_mirror/web-studiya/kontekstnaya-reklama/atyrau/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
140	NEW		/web-studiya/lidogeneratsiya/atyrau	site_mirror/web-studiya/lidogeneratsiya/atyrau/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
141	NEW		/web-studiya/podderzhka-saytov/atyrau	site_mirror/web-studiya/podderzhka-saytov/atyrau/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
142	NEW		/web-studiya/digital-konsalting/atyrau	site_mirror/web-studiya/digital-konsalting/atyrau/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/atyrau	index, follow после QA уникальности	Запланирована (региональное расширение)
143	NEW		/web-studiya/karaganda	site_mirror/web-studiya/karaganda/index.html	https://raskrutov.kz/web-studiya/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
144	NEW		/web-studiya/dizayn/karaganda	site_mirror/web-studiya/dizayn/karaganda/index.html	https://raskrutov.kz/web-studiya/dizayn/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
145	NEW		/web-studiya/aeo-geo-prodvizhenie/karaganda	site_mirror/web-studiya/aeo-geo-prodvizhenie/karaganda/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
146	NEW		/web-studiya/kontekstnaya-reklama/karaganda	site_mirror/web-studiya/kontekstnaya-reklama/karaganda/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
147	NEW		/web-studiya/lidogeneratsiya/karaganda	site_mirror/web-studiya/lidogeneratsiya/karaganda/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
148	NEW		/web-studiya/podderzhka-saytov/karaganda	site_mirror/web-studiya/podderzhka-saytov/karaganda/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
149	NEW		/web-studiya/digital-konsalting/karaganda	site_mirror/web-studiya/digital-konsalting/karaganda/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/karaganda	index, follow после QA уникальности	Запланирована (региональное расширение)
150	NEW		/web-studiya/kokshetau	site_mirror/web-studiya/kokshetau/index.html	https://raskrutov.kz/web-studiya/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
151	NEW		/sozdanie-saitov-v-kokshetau	site_mirror/sozdanie-saitov-v-kokshetau/index.html	https://raskrutov.kz/sozdanie-saitov-v-kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
152	NEW		/web-studiya/dizayn/kokshetau	site_mirror/web-studiya/dizayn/kokshetau/index.html	https://raskrutov.kz/web-studiya/dizayn/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
153	NEW		/seo-prodvizhenie-sajtov-v-kokshetau	site_mirror/seo-prodvizhenie-sajtov-v-kokshetau/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
154	NEW		/web-studiya/aeo-geo-prodvizhenie/kokshetau	site_mirror/web-studiya/aeo-geo-prodvizhenie/kokshetau/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
155	NEW		/web-studiya/kontekstnaya-reklama/kokshetau	site_mirror/web-studiya/kontekstnaya-reklama/kokshetau/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
156	NEW		/web-studiya/lidogeneratsiya/kokshetau	site_mirror/web-studiya/lidogeneratsiya/kokshetau/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
157	NEW		/web-studiya/podderzhka-saytov/kokshetau	site_mirror/web-studiya/podderzhka-saytov/kokshetau/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
158	NEW		/web-studiya/digital-konsalting/kokshetau	site_mirror/web-studiya/digital-konsalting/kokshetau/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/kokshetau	index, follow после QA уникальности	Запланирована (региональное расширение)
159	NEW		/web-studiya/kostanay	site_mirror/web-studiya/kostanay/index.html	https://raskrutov.kz/web-studiya/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
160	NEW		/sozdanie-saitov-v-kostanae	site_mirror/sozdanie-saitov-v-kostanae/index.html	https://raskrutov.kz/sozdanie-saitov-v-kostanae	index, follow после QA уникальности	Запланирована (региональное расширение)
161	NEW		/web-studiya/dizayn/kostanay	site_mirror/web-studiya/dizayn/kostanay/index.html	https://raskrutov.kz/web-studiya/dizayn/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
162	NEW		/seo-prodvizhenie-sajtov-v-kostanae	site_mirror/seo-prodvizhenie-sajtov-v-kostanae/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-kostanae	index, follow после QA уникальности	Запланирована (региональное расширение)
163	NEW		/web-studiya/aeo-geo-prodvizhenie/kostanay	site_mirror/web-studiya/aeo-geo-prodvizhenie/kostanay/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
164	NEW		/web-studiya/kontekstnaya-reklama/kostanay	site_mirror/web-studiya/kontekstnaya-reklama/kostanay/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
165	NEW		/web-studiya/lidogeneratsiya/kostanay	site_mirror/web-studiya/lidogeneratsiya/kostanay/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
166	NEW		/web-studiya/podderzhka-saytov/kostanay	site_mirror/web-studiya/podderzhka-saytov/kostanay/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
167	NEW		/web-studiya/digital-konsalting/kostanay	site_mirror/web-studiya/digital-konsalting/kostanay/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/kostanay	index, follow после QA уникальности	Запланирована (региональное расширение)
168	NEW		/web-studiya/kyzylorda	site_mirror/web-studiya/kyzylorda/index.html	https://raskrutov.kz/web-studiya/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
169	NEW		/sozdanie-saitov-v-kyzylorde	site_mirror/sozdanie-saitov-v-kyzylorde/index.html	https://raskrutov.kz/sozdanie-saitov-v-kyzylorde	index, follow после QA уникальности	Запланирована (региональное расширение)
170	NEW		/web-studiya/dizayn/kyzylorda	site_mirror/web-studiya/dizayn/kyzylorda/index.html	https://raskrutov.kz/web-studiya/dizayn/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
171	NEW		/seo-prodvizhenie-sajtov-v-kyzylorde	site_mirror/seo-prodvizhenie-sajtov-v-kyzylorde/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-kyzylorde	index, follow после QA уникальности	Запланирована (региональное расширение)
172	NEW		/web-studiya/aeo-geo-prodvizhenie/kyzylorda	site_mirror/web-studiya/aeo-geo-prodvizhenie/kyzylorda/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
173	NEW		/web-studiya/kontekstnaya-reklama/kyzylorda	site_mirror/web-studiya/kontekstnaya-reklama/kyzylorda/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
174	NEW		/web-studiya/lidogeneratsiya/kyzylorda	site_mirror/web-studiya/lidogeneratsiya/kyzylorda/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
175	NEW		/web-studiya/podderzhka-saytov/kyzylorda	site_mirror/web-studiya/podderzhka-saytov/kyzylorda/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
176	NEW		/web-studiya/digital-konsalting/kyzylorda	site_mirror/web-studiya/digital-konsalting/kyzylorda/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/kyzylorda	index, follow после QA уникальности	Запланирована (региональное расширение)
177	NEW		/web-studiya/pavlodar	site_mirror/web-studiya/pavlodar/index.html	https://raskrutov.kz/web-studiya/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
178	NEW		/sozdanie-saitov-v-pavlodare	site_mirror/sozdanie-saitov-v-pavlodare/index.html	https://raskrutov.kz/sozdanie-saitov-v-pavlodare	index, follow после QA уникальности	Запланирована (региональное расширение)
179	NEW		/web-studiya/dizayn/pavlodar	site_mirror/web-studiya/dizayn/pavlodar/index.html	https://raskrutov.kz/web-studiya/dizayn/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
180	NEW		/seo-prodvizhenie-sajtov-v-pavlodare	site_mirror/seo-prodvizhenie-sajtov-v-pavlodare/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-pavlodare	index, follow после QA уникальности	Запланирована (региональное расширение)
181	NEW		/web-studiya/aeo-geo-prodvizhenie/pavlodar	site_mirror/web-studiya/aeo-geo-prodvizhenie/pavlodar/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
182	NEW		/web-studiya/kontekstnaya-reklama/pavlodar	site_mirror/web-studiya/kontekstnaya-reklama/pavlodar/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
183	NEW		/web-studiya/lidogeneratsiya/pavlodar	site_mirror/web-studiya/lidogeneratsiya/pavlodar/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
184	NEW		/web-studiya/podderzhka-saytov/pavlodar	site_mirror/web-studiya/podderzhka-saytov/pavlodar/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
185	NEW		/web-studiya/digital-konsalting/pavlodar	site_mirror/web-studiya/digital-konsalting/pavlodar/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/pavlodar	index, follow после QA уникальности	Запланирована (региональное расширение)
186	NEW		/web-studiya/petropavlovsk	site_mirror/web-studiya/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
187	NEW		/web-studiya/dizayn/petropavlovsk	site_mirror/web-studiya/dizayn/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/dizayn/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
188	NEW		/web-studiya/aeo-geo-prodvizhenie/petropavlovsk	site_mirror/web-studiya/aeo-geo-prodvizhenie/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
189	NEW		/web-studiya/kontekstnaya-reklama/petropavlovsk	site_mirror/web-studiya/kontekstnaya-reklama/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
190	NEW		/web-studiya/lidogeneratsiya/petropavlovsk	site_mirror/web-studiya/lidogeneratsiya/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
191	NEW		/web-studiya/podderzhka-saytov/petropavlovsk	site_mirror/web-studiya/podderzhka-saytov/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
192	NEW		/web-studiya/digital-konsalting/petropavlovsk	site_mirror/web-studiya/digital-konsalting/petropavlovsk/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/petropavlovsk	index, follow после QA уникальности	Запланирована (региональное расширение)
193	NEW		/web-studiya/semey	site_mirror/web-studiya/semey/index.html	https://raskrutov.kz/web-studiya/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
194	NEW		/sozdanie-saitov-v-semee	site_mirror/sozdanie-saitov-v-semee/index.html	https://raskrutov.kz/sozdanie-saitov-v-semee	index, follow после QA уникальности	Запланирована (региональное расширение)
195	NEW		/web-studiya/dizayn/semey	site_mirror/web-studiya/dizayn/semey/index.html	https://raskrutov.kz/web-studiya/dizayn/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
196	NEW		/seo-prodvizhenie-sajtov-v-semee	site_mirror/seo-prodvizhenie-sajtov-v-semee/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-semee	index, follow после QA уникальности	Запланирована (региональное расширение)
197	NEW		/web-studiya/aeo-geo-prodvizhenie/semey	site_mirror/web-studiya/aeo-geo-prodvizhenie/semey/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
198	NEW		/web-studiya/kontekstnaya-reklama/semey	site_mirror/web-studiya/kontekstnaya-reklama/semey/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
199	NEW		/web-studiya/lidogeneratsiya/semey	site_mirror/web-studiya/lidogeneratsiya/semey/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
200	NEW		/web-studiya/podderzhka-saytov/semey	site_mirror/web-studiya/podderzhka-saytov/semey/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
201	NEW		/web-studiya/digital-konsalting/semey	site_mirror/web-studiya/digital-konsalting/semey/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/semey	index, follow после QA уникальности	Запланирована (региональное расширение)
202	NEW		/web-studiya/taldykorgan	site_mirror/web-studiya/taldykorgan/index.html	https://raskrutov.kz/web-studiya/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
203	NEW		/sozdanie-saitov-v-taldykorgane	site_mirror/sozdanie-saitov-v-taldykorgane/index.html	https://raskrutov.kz/sozdanie-saitov-v-taldykorgane	index, follow после QA уникальности	Запланирована (региональное расширение)
204	NEW		/web-studiya/dizayn/taldykorgan	site_mirror/web-studiya/dizayn/taldykorgan/index.html	https://raskrutov.kz/web-studiya/dizayn/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
205	NEW		/seo-prodvizhenie-sajtov-v-taldykorgane	site_mirror/seo-prodvizhenie-sajtov-v-taldykorgane/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-taldykorgane	index, follow после QA уникальности	Запланирована (региональное расширение)
206	NEW		/web-studiya/aeo-geo-prodvizhenie/taldykorgan	site_mirror/web-studiya/aeo-geo-prodvizhenie/taldykorgan/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
207	NEW		/web-studiya/kontekstnaya-reklama/taldykorgan	site_mirror/web-studiya/kontekstnaya-reklama/taldykorgan/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
208	NEW		/web-studiya/lidogeneratsiya/taldykorgan	site_mirror/web-studiya/lidogeneratsiya/taldykorgan/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
209	NEW		/web-studiya/podderzhka-saytov/taldykorgan	site_mirror/web-studiya/podderzhka-saytov/taldykorgan/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
210	NEW		/web-studiya/digital-konsalting/taldykorgan	site_mirror/web-studiya/digital-konsalting/taldykorgan/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/taldykorgan	index, follow после QA уникальности	Запланирована (региональное расширение)
211	NEW		/web-studiya/taraz	site_mirror/web-studiya/taraz/index.html	https://raskrutov.kz/web-studiya/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
212	NEW		/sozdanie-saitov-v-taraze	site_mirror/sozdanie-saitov-v-taraze/index.html	https://raskrutov.kz/sozdanie-saitov-v-taraze	index, follow после QA уникальности	Запланирована (региональное расширение)
213	NEW		/web-studiya/dizayn/taraz	site_mirror/web-studiya/dizayn/taraz/index.html	https://raskrutov.kz/web-studiya/dizayn/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
214	NEW		/seo-prodvizhenie-sajtov-v-taraze	site_mirror/seo-prodvizhenie-sajtov-v-taraze/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-taraze	index, follow после QA уникальности	Запланирована (региональное расширение)
215	NEW		/web-studiya/aeo-geo-prodvizhenie/taraz	site_mirror/web-studiya/aeo-geo-prodvizhenie/taraz/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
216	NEW		/web-studiya/kontekstnaya-reklama/taraz	site_mirror/web-studiya/kontekstnaya-reklama/taraz/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
217	NEW		/web-studiya/lidogeneratsiya/taraz	site_mirror/web-studiya/lidogeneratsiya/taraz/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
218	NEW		/web-studiya/podderzhka-saytov/taraz	site_mirror/web-studiya/podderzhka-saytov/taraz/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
219	NEW		/web-studiya/digital-konsalting/taraz	site_mirror/web-studiya/digital-konsalting/taraz/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/taraz	index, follow после QA уникальности	Запланирована (региональное расширение)
220	NEW		/web-studiya/turkestan	site_mirror/web-studiya/turkestan/index.html	https://raskrutov.kz/web-studiya/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
221	NEW		/sozdanie-saitov-v-turkestane	site_mirror/sozdanie-saitov-v-turkestane/index.html	https://raskrutov.kz/sozdanie-saitov-v-turkestane	index, follow после QA уникальности	Запланирована (региональное расширение)
222	NEW		/web-studiya/dizayn/turkestan	site_mirror/web-studiya/dizayn/turkestan/index.html	https://raskrutov.kz/web-studiya/dizayn/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
223	NEW		/seo-prodvizhenie-sajtov-v-turkestane	site_mirror/seo-prodvizhenie-sajtov-v-turkestane/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-turkestane	index, follow после QA уникальности	Запланирована (региональное расширение)
224	NEW		/web-studiya/aeo-geo-prodvizhenie/turkestan	site_mirror/web-studiya/aeo-geo-prodvizhenie/turkestan/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
225	NEW		/web-studiya/kontekstnaya-reklama/turkestan	site_mirror/web-studiya/kontekstnaya-reklama/turkestan/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
226	NEW		/web-studiya/lidogeneratsiya/turkestan	site_mirror/web-studiya/lidogeneratsiya/turkestan/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
227	NEW		/web-studiya/podderzhka-saytov/turkestan	site_mirror/web-studiya/podderzhka-saytov/turkestan/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
228	NEW		/web-studiya/digital-konsalting/turkestan	site_mirror/web-studiya/digital-konsalting/turkestan/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/turkestan	index, follow после QA уникальности	Запланирована (региональное расширение)
229	NEW		/web-studiya/uralsk	site_mirror/web-studiya/uralsk/index.html	https://raskrutov.kz/web-studiya/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
230	NEW		/sozdanie-saitov-v-uralske	site_mirror/sozdanie-saitov-v-uralske/index.html	https://raskrutov.kz/sozdanie-saitov-v-uralske	index, follow после QA уникальности	Запланирована (региональное расширение)
231	NEW		/web-studiya/dizayn/uralsk	site_mirror/web-studiya/dizayn/uralsk/index.html	https://raskrutov.kz/web-studiya/dizayn/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
232	NEW		/seo-prodvizhenie-sajtov-v-uralske	site_mirror/seo-prodvizhenie-sajtov-v-uralske/index.html	https://raskrutov.kz/seo-prodvizhenie-sajtov-v-uralske	index, follow после QA уникальности	Запланирована (региональное расширение)
233	NEW		/web-studiya/aeo-geo-prodvizhenie/uralsk	site_mirror/web-studiya/aeo-geo-prodvizhenie/uralsk/index.html	https://raskrutov.kz/web-studiya/aeo-geo-prodvizhenie/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
234	NEW		/web-studiya/kontekstnaya-reklama/uralsk	site_mirror/web-studiya/kontekstnaya-reklama/uralsk/index.html	https://raskrutov.kz/web-studiya/kontekstnaya-reklama/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
235	NEW		/web-studiya/lidogeneratsiya/uralsk	site_mirror/web-studiya/lidogeneratsiya/uralsk/index.html	https://raskrutov.kz/web-studiya/lidogeneratsiya/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
236	NEW		/web-studiya/podderzhka-saytov/uralsk	site_mirror/web-studiya/podderzhka-saytov/uralsk/index.html	https://raskrutov.kz/web-studiya/podderzhka-saytov/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
237	NEW		/web-studiya/digital-konsalting/uralsk	site_mirror/web-studiya/digital-konsalting/uralsk/index.html	https://raskrutov.kz/web-studiya/digital-konsalting/uralsk	index, follow после QA уникальности	Запланирована (региональное расширение)
238	NEW		/web-studiya/ust-kamenogorsk	site_mirror/web-studiya/ust-kamenogorsk/index.html	https://raskrutov.kz/web-studiya/ust-kamenogorsk	index, follow после QA уникальности	Запланирована (региональное расширение)
239	NEW		/sozdanie-saitov-v-ust-kamenogorske	site_mirror/sozdanie-saitov-v-ust-kamenogorske/index.html	https://raskrutov.kz/sozdanie-saitov-v-ust-kamenogorske	index, follow после QA уникальности	Запланирована (региональное расширение)
